收寄城市,寄达城市,委办_40t,委办_20t,委办_12t,自办_40t,自办_20t,自办_12t,邮路总条数,邮路总长度,城市间距离,车辆成本,大小边标记
北京,北京,,,,,,,,,,,
北京,天津,0.0,0.0,0.0,1.0,1.0,0.0,2.0,232.0,116.0,1698.0079999999998,小
北京,石家庄,0.0,0.0,0.0,1.0,0.0,0.0,1.0,316.0,316.0,2617.7439999999997,小
北京,唐山,0.0,0.0,0.0,1.0,0.0,0.0,1.0,197.0,197.0,1631.9479999999999,小
北京,廊坊,0.0,0.0,0.0,1.0,0.0,0.0,1.0,47.0,47.0,389.34799999999996,小
北京,保定,0.0,0.0,0.0,1.0,0.0,0.0,1.0,170.0,170.0,1408.28,小
北京,太原,0.0,0.0,0.0,1.0,0.0,0.0,1.0,525.0,525.0,5091.45,小
北京,侯马,1.0,0.0,0.0,0.0,0.0,0.0,1.0,821.0,821.0,13507.092,
北京,呼和浩特,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1014.0,507.0,9833.771999999999,大
北京,包头,,,,,,,,,,,
北京,沈阳,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1380.0,690.0,12051.539999999999,小
北京,大连,2.0,2.0,0.0,1.0,1.0,0.0,6.0,5016.0,836.0,63986.60399999999,大
北京,锦州,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1880.0,470.0,22091.175,大
北京,长春,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1962.0,981.0,17134.146,小
北京,哈尔滨,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2482.0,1241.0,24070.435999999998,小
北京,上海,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1214.0,1214.0,11773.372,小
北京,南京,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2020.0,1010.0,17640.659999999996,小
北京,常州,,,,,,,,,,,
北京,无锡,,,,,,,,,,,
北京,苏州,,,,,,,,,,,
北京,徐州,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1388.0,694.0,13460.824,小
北京,连云港,,,,,,,,,,,
北京,淮安,,,,,,,,,,,
北京,盐城,,,,,,,,,,,
北京,扬州,,,,,,,,,,,
北京,南通,,,,,,,,,,,
北京,杭州,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1291.0,1291.0,12520.117999999999,小
北京,湖州,,,,,,,,,,,
北京,嘉兴,,,,,,,,,,,
北京,宁波,,,,,,,,,,,
北京,台州,,,,,,,,,,,
北京,金华,,,,,,,,,,,
北京,义乌,,,,,,,,,,,
北京,温州,,,,,,,,,,,
北京,合肥,,,,,,,,,,,
北京,蚌埠,,,,,,,,,,,
北京,芜湖,,,,,,,,,,,
北京,安庆,,,,,,,,,,,
北京,福州,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1872.0,1872.0,18154.656,小
北京,厦门,,,,,,,,,,,
北京,泉州,,,,,,,,,,,
北京,南昌,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1425.0,1425.0,13819.65,小
北京,鹰潭,,,,,,,,,,,
北京,赣州,,,,,,,,,,,
北京,济南,0.0,0.0,0.0,1.0,1.0,0.0,2.0,820.0,410.0,7161.0599999999995,小
北京,潍坊,,,,,,,,,,,
北京,烟台,,,,,,,,,,,
北京,青岛,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2013.0,671.0,18227.043999999998,小
北京,济宁,,,,,,,,,,,
北京,临沂,,,,,,,,,,,
北京,郑州,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1402.0,701.0,12243.666,小
北京,漯河,,,,,,,,,,,
北京,信阳,,,,,,,,,,,
北京,洛阳,,,,,,,,,,,
北京,武汉,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2306.0,1153.0,20138.298000000003,小
北京,荆州,,,,,,,,,,,
北京,襄阳,,,,,,,,,,,
北京,长沙,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2998.0,1499.0,29074.604,小
北京,常德,,,,,,,,,,,
北京,衡阳,,,,,,,,,,,
北京,广州,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4258.0,2129.0,37185.114,小
北京,汕头,,,,,,,,,,,
北京,深圳,,,,,,,,,,,
北京,东莞,,,,,,,,,,,
北京,湛江,,,,,,,,,,,
北京,中山,,,,,,,,,,,
北京,南宁,,,,,,,,,,,
北京,柳州,,,,,,,,,,,
北京,海口,,,,,,,,,,,
北京,重庆,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1828.0,1828.0,17727.944,小
北京,成都,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1919.0,1919.0,18610.462,小
北京,南充,,,,,,,,,,,
北京,内江,,,,,,,,,,,
北京,贵阳,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2079.0,2079.0,20162.142,小
北京,昆明,,,,,,,,,,,
北京,大理州,,,,,,,,,,,
北京,拉萨,,,,,,,,,,,
北京,西安,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2204.0,1102.0,19247.532,小
北京,宝鸡,,,,,,,,,,,
北京,兰州,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2974.0,1487.0,30163.795,大
北京,西宁,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1669.0,1669.0,17669.703,
北京,银川,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2260.0,1130.0,26748.795,
北京,乌鲁木齐,,,,,,,,,,,
北京,阿克苏,,,,,,,,,,,
北京,喀什,,,,,,,,,,,
天津,北京,0.0,0.0,0.0,1.0,1.0,0.0,2.0,224.0,112.0,2867.3679999999995,大
天津,天津,,,,,,,,,,,
天津,石家庄,0.0,0.0,0.0,1.0,1.0,0.0,2.0,646.0,323.0,4728.074,大
天津,唐山,6.0,0.0,0.0,2.0,0.0,0.0,8.0,992.0,124.0,12716.696,大
天津,廊坊,0.0,0.0,0.0,1.0,0.0,0.0,1.0,83.0,83.0,687.5719999999999,小
天津,保定,,,,,,,,,,,
天津,太原,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1070.0,535.0,8964.46,大
天津,侯马,,,,,,,,,,,
天津,呼和浩特,1.0,0.0,0.0,0.0,0.0,0.0,1.0,614.0,614.0,10101.527999999998,
天津,包头,,,,,,,,,,,
天津,沈阳,0.0,2.0,0.0,1.0,1.0,0.0,4.0,2680.0,670.0,29235.449999999997,大
天津,大连,,,,,,,,,,,
天津,锦州,,,,,,,,,,,
天津,长春,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2883.0,961.0,27959.334,小
天津,哈尔滨,8.0,0.0,0.0,2.0,0.0,0.0,10.0,12210.0,1221.0,184385.652,大
天津,上海,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3324.0,1108.0,40704.596,大
天津,南京,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2811.0,937.0,26285.661,大
天津,常州,,,,,,,,,,,
天津,无锡,,,,,,,,,,,
天津,苏州,,,,,,,,,,,
天津,徐州,,,,,,,,,,,
天津,连云港,,,,,,,,,,,
天津,淮安,,,,,,,,,,,
天津,盐城,,,,,,,,,,,
天津,扬州,,,,,,,,,,,
天津,南通,,,,,,,,,,,
天津,杭州,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1230.0,1230.0,11928.539999999999,小
天津,湖州,,,,,,,,,,,
天津,嘉兴,,,,,,,,,,,
天津,宁波,,,,,,,,,,,
天津,台州,,,,,,,,,,,
天津,金华,,,,,,,,,,,
天津,义乌,,,,,,,,,,,
天津,温州,,,,,,,,,,,
天津,合肥,,,,,,,,,,,
天津,蚌埠,,,,,,,,,,,
天津,芜湖,,,,,,,,,,,
天津,安庆,,,,,,,,,,,
天津,福州,,,,,,,,,,,
天津,厦门,,,,,,,,,,,
天津,泉州,,,,,,,,,,,
天津,南昌,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2672.0,1336.0,23334.575999999997,小
天津,鹰潭,,,,,,,,,,,
天津,赣州,,,,,,,,,,,
天津,济南,0.0,0.0,0.0,4.0,0.0,1.0,5.0,1690.0,338.0,13107.640000000001,小
天津,潍坊,,,,,,,,,,,
天津,烟台,,,,,,,,,,,
天津,青岛,,,,,,,,,,,
天津,济宁,,,,,,,,,,,
天津,临沂,,,,,,,,,,,
天津,郑州,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1416.0,708.0,13732.367999999999,小
天津,漯河,,,,,,,,,,,
天津,信阳,,,,,,,,,,,
天津,洛阳,,,,,,,,,,,
天津,武汉,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2290.0,1145.0,19998.57,小
天津,荆州,,,,,,,,,,,
天津,襄阳,,,,,,,,,,,
天津,长沙,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2982.0,1491.0,24983.196000000004,小
天津,常德,,,,,,,,,,,
天津,衡阳,,,,,,,,,,,
天津,广州,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4240.0,2120.0,41119.52,小
天津,汕头,,,,,,,,,,,
天津,深圳,,,,,,,,,,,
天津,东莞,,,,,,,,,,,
天津,湛江,,,,,,,,,,,
天津,中山,,,,,,,,,,,
天津,南宁,,,,,,,,,,,
天津,柳州,,,,,,,,,,,
天津,海口,,,,,,,,,,,
天津,重庆,,,,,,,,,,,
天津,成都,,,,,,,,,,,
天津,南充,,,,,,,,,,,
天津,内江,,,,,,,,,,,
天津,贵阳,,,,,,,,,,,
天津,昆明,,,,,,,,,,,
天津,大理州,,,,,,,,,,,
天津,拉萨,,,,,,,,,,,
天津,西安,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3324.0,1108.0,30097.711999999992,小
天津,宝鸡,,,,,,,,,,,
天津,兰州,,,,,,,,,,,
天津,西宁,,,,,,,,,,,
天津,银川,,,,,,,,,,,
天津,乌鲁木齐,,,,,,,,,,,
天津,阿克苏,,,,,,,,,,,
天津,喀什,,,,,,,,,,,
石家庄,北京,0.0,0.0,0.0,1.0,0.0,0.0,1.0,316.0,316.0,14075.272,大
石家庄,天津,0.0,0.0,0.0,1.0,1.0,0.0,2.0,654.0,327.0,4786.625999999999,小
石家庄,石家庄,,,,,,,,,,,
石家庄,唐山,1.0,0.0,0.0,1.0,0.0,0.0,2.0,882.0,441.0,11532.15,大
石家庄,廊坊,0.0,0.0,0.0,1.0,0.0,0.0,1.0,302.0,302.0,2501.768,大
石家庄,保定,7.0,0.0,0.0,1.0,1.0,0.0,9.0,1404.0,156.0,17932.98,大
石家庄,太原,1.0,0.0,0.0,1.0,0.0,0.0,2.0,450.0,225.0,5088.375,大
石家庄,侯马,,,,,,,,,,,
石家庄,呼和浩特,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1190.0,595.0,12069.574999999999,大
石家庄,包头,,,,,,,,,,,
石家庄,沈阳,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1974.0,987.0,20021.295,大
石家庄,大连,,,,,,,,,,,
石家庄,锦州,,,,,,,,,,,
石家庄,长春,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2556.0,1278.0,27060.372,
石家庄,哈尔滨,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3076.0,1538.0,25770.728,大
石家庄,上海,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2274.0,1137.0,23064.045,大
石家庄,南京,2.0,0.0,1.0,1.0,1.0,0.0,5.0,4500.0,900.0,54861.3,大
石家庄,常州,,,,,,,,,,,
石家庄,无锡,,,,,,,,,,,
石家庄,苏州,,,,,,,,,,,
石家庄,徐州,,,,,,,,,,,
石家庄,连云港,,,,,,,,,,,
石家庄,淮安,,,,,,,,,,,
石家庄,盐城,,,,,,,,,,,
石家庄,扬州,,,,,,,,,,,
石家庄,南通,,,,,,,,,,,
石家庄,杭州,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1182.0,1182.0,11463.035999999998,小
石家庄,湖州,,,,,,,,,,,
石家庄,嘉兴,,,,,,,,,,,
石家庄,宁波,,,,,,,,,,,
石家庄,台州,,,,,,,,,,,
石家庄,金华,,,,,,,,,,,
石家庄,义乌,,,,,,,,,,,
石家庄,温州,,,,,,,,,,,
石家庄,合肥,0.0,0.0,0.0,1.0,0.0,0.0,1.0,873.0,873.0,8466.354,小
石家庄,蚌埠,0.0,0.0,0.0,1.0,0.0,0.0,1.0,766.0,766.0,7428.668,小
石家庄,芜湖,,,,,,,,,,,
石家庄,安庆,,,,,,,,,,,
石家庄,福州,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3366.0,1683.0,32643.468,大
石家庄,厦门,,,,,,,,,,,
石家庄,泉州,,,,,,,,,,,
石家庄,南昌,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2454.0,1227.0,23798.891999999996,大
石家庄,鹰潭,,,,,,,,,,,
石家庄,赣州,,,,,,,,,,,
石家庄,济南,0.0,1.0,0.0,4.0,0.0,0.0,5.0,1645.0,329.0,14508.735499999999,大
石家庄,潍坊,,,,,,,,,,,
石家庄,烟台,,,,,,,,,,,
石家庄,青岛,,,,,,,,,,,
石家庄,济宁,,,,,,,,,,,
石家庄,临沂,,,,,,,,,,,
石家庄,郑州,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1660.0,415.0,16098.679999999997,小
石家庄,漯河,,,,,,,,,,,
石家庄,信阳,,,,,,,,,,,
石家庄,洛阳,,,,,,,,,,,
石家庄,武汉,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2691.0,897.0,23729.237999999998,小
石家庄,荆州,,,,,,,,,,,
石家庄,襄阳,,,,,,,,,,,
石家庄,长沙,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3687.0,1229.0,34477.137,大
石家庄,常德,,,,,,,,,,,
石家庄,衡阳,,,,,,,,,,,
石家庄,广州,1.0,0.0,0.0,1.0,2.0,0.0,4.0,7436.0,1859.0,77494.274,大
石家庄,汕头,,,,,,,,,,,
石家庄,深圳,,,,,,,,,,,
石家庄,东莞,,,,,,,,,,,
石家庄,湛江,,,,,,,,,,,
石家庄,中山,,,,,,,,,,,
石家庄,南宁,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4146.0,2073.0,42050.805,大
石家庄,柳州,,,,,,,,,,,
石家庄,海口,,,,,,,,,,,
石家庄,重庆,0.0,2.0,0.0,1.0,0.0,0.0,3.0,4449.0,1483.0,53190.761,大
石家庄,成都,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4722.0,1574.0,52523.59299999999,大
石家庄,南充,,,,,,,,,,,
石家庄,内江,,,,,,,,,,,
石家庄,贵阳,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3618.0,1809.0,38303.766,
石家庄,昆明,,,,,,,,,,,
石家庄,大理州,,,,,,,,,,,
石家庄,拉萨,,,,,,,,,,,
石家庄,西安,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2403.0,801.0,27168.318,大
石家庄,宝鸡,,,,,,,,,,,
石家庄,兰州,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2520.0,1260.0,41459.03999999999,
石家庄,西宁,,,,,,,,,,,
石家庄,银川,,,,,,,,,,,
石家庄,乌鲁木齐,,,,,,,,,,,
石家庄,阿克苏,,,,,,,,,,,
石家庄,喀什,,,,,,,,,,,
唐山,北京,0.0,0.0,0.0,1.0,0.0,0.0,1.0,166.0,166.0,1375.1439999999998,大
唐山,天津,0.0,0.0,0.0,2.0,0.0,0.0,2.0,264.0,132.0,2186.9759999999997,小
唐山,石家庄,0.0,0.0,0.0,1.0,0.0,0.0,1.0,445.0,445.0,4315.61,小
唐山,唐山,,,,,,,,,,,
唐山,廊坊,0.0,0.0,0.0,1.0,0.0,0.0,1.0,171.0,171.0,1416.564,小
唐山,保定,0.0,0.0,0.0,1.0,0.0,0.0,1.0,297.0,297.0,2460.348,大
唐山,太原,,,,,,,,,,,
唐山,侯马,,,,,,,,,,,
唐山,呼和浩特,,,,,,,,,,,
唐山,包头,,,,,,,,,,,
唐山,沈阳,,,,,,,,,,,
唐山,大连,,,,,,,,,,,
唐山,锦州,,,,,,,,,,,
唐山,长春,,,,,,,,,,,
唐山,哈尔滨,,,,,,,,,,,
唐山,上海,,,,,,,,,,,
唐山,南京,,,,,,,,,,,
唐山,常州,,,,,,,,,,,
唐山,无锡,,,,,,,,,,,
唐山,苏州,,,,,,,,,,,
唐山,徐州,,,,,,,,,,,
唐山,连云港,,,,,,,,,,,
唐山,淮安,,,,,,,,,,,
唐山,盐城,,,,,,,,,,,
唐山,扬州,,,,,,,,,,,
唐山,南通,,,,,,,,,,,
唐山,杭州,,,,,,,,,,,
唐山,湖州,,,,,,,,,,,
唐山,嘉兴,,,,,,,,,,,
唐山,宁波,,,,,,,,,,,
唐山,台州,,,,,,,,,,,
唐山,金华,,,,,,,,,,,
唐山,义乌,,,,,,,,,,,
唐山,温州,,,,,,,,,,,
唐山,合肥,,,,,,,,,,,
唐山,蚌埠,,,,,,,,,,,
唐山,芜湖,,,,,,,,,,,
唐山,安庆,,,,,,,,,,,
唐山,福州,,,,,,,,,,,
唐山,厦门,,,,,,,,,,,
唐山,泉州,,,,,,,,,,,
唐山,南昌,,,,,,,,,,,
唐山,鹰潭,,,,,,,,,,,
唐山,赣州,,,,,,,,,,,
唐山,济南,,,,,,,,,,,
唐山,潍坊,,,,,,,,,,,
唐山,烟台,,,,,,,,,,,
唐山,青岛,,,,,,,,,,,
唐山,济宁,,,,,,,,,,,
唐山,临沂,,,,,,,,,,,
唐山,郑州,,,,,,,,,,,
唐山,漯河,,,,,,,,,,,
唐山,信阳,,,,,,,,,,,
唐山,洛阳,,,,,,,,,,,
唐山,武汉,,,,,,,,,,,
唐山,荆州,,,,,,,,,,,
唐山,襄阳,,,,,,,,,,,
唐山,长沙,,,,,,,,,,,
唐山,常德,,,,,,,,,,,
唐山,衡阳,,,,,,,,,,,
唐山,广州,,,,,,,,,,,
唐山,汕头,,,,,,,,,,,
唐山,深圳,,,,,,,,,,,
唐山,东莞,,,,,,,,,,,
唐山,湛江,,,,,,,,,,,
唐山,中山,,,,,,,,,,,
唐山,南宁,,,,,,,,,,,
唐山,柳州,,,,,,,,,,,
唐山,海口,,,,,,,,,,,
唐山,重庆,,,,,,,,,,,
唐山,成都,,,,,,,,,,,
唐山,南充,,,,,,,,,,,
唐山,内江,,,,,,,,,,,
唐山,贵阳,,,,,,,,,,,
唐山,昆明,,,,,,,,,,,
唐山,大理州,,,,,,,,,,,
唐山,拉萨,,,,,,,,,,,
唐山,西安,,,,,,,,,,,
唐山,宝鸡,,,,,,,,,,,
唐山,兰州,,,,,,,,,,,
唐山,西宁,,,,,,,,,,,
唐山,银川,,,,,,,,,,,
唐山,乌鲁木齐,,,,,,,,,,,
唐山,阿克苏,,,,,,,,,,,
唐山,喀什,,,,,,,,,,,
廊坊,北京,0.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,44.0,737.0,大
廊坊,天津,0.0,0.0,0.0,1.0,0.0,0.0,1.0,91.0,91.0,753.8439999999999,大
廊坊,石家庄,0.0,0.0,0.0,1.0,0.0,0.0,1.0,300.0,300.0,2485.2,小
廊坊,唐山,0.0,0.0,0.0,1.0,0.0,0.0,1.0,169.0,169.0,1399.9959999999999,大
廊坊,廊坊,,,,,,,,,,,
廊坊,保定,0.0,0.0,0.0,1.0,0.0,0.0,1.0,152.0,152.0,1259.1679999999997,大
廊坊,太原,0.0,1.0,0.0,0.0,0.0,0.0,1.0,507.0,507.0,6633.841499999999,
廊坊,侯马,,,,,,,,,,,
廊坊,呼和浩特,,,,,,,,,,,
廊坊,包头,,,,,,,,,,,
廊坊,沈阳,0.0,0.0,0.0,1.0,0.0,0.0,1.0,705.0,705.0,6837.089999999999,小
廊坊,大连,,,,,,,,,,,
廊坊,锦州,,,,,,,,,,,
廊坊,长春,,,,,,,,,,,
廊坊,哈尔滨,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1255.0,1255.0,12170.989999999998,小
廊坊,上海,,,,,,,,,,,
廊坊,南京,,,,,,,,,,,
廊坊,常州,,,,,,,,,,,
廊坊,无锡,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1075.0,1075.0,10425.349999999999,大
廊坊,苏州,,,,,,,,,,,
廊坊,徐州,,,,,,,,,,,
廊坊,连云港,,,,,,,,,,,
廊坊,淮安,,,,,,,,,,,
廊坊,盐城,,,,,,,,,,,
廊坊,扬州,,,,,,,,,,,
廊坊,南通,,,,,,,,,,,
廊坊,杭州,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1252.0,1252.0,12141.895999999999,小
廊坊,湖州,,,,,,,,,,,
廊坊,嘉兴,,,,,,,,,,,
廊坊,宁波,,,,,,,,,,,
廊坊,台州,,,,,,,,,,,
廊坊,金华,,,,,,,,,,,
廊坊,义乌,,,,,,,,,,,
廊坊,温州,,,,,,,,,,,
廊坊,合肥,,,,,,,,,,,
廊坊,蚌埠,,,,,,,,,,,
廊坊,芜湖,,,,,,,,,,,
廊坊,安庆,,,,,,,,,,,
廊坊,福州,,,,,,,,,,,
廊坊,厦门,,,,,,,,,,,
廊坊,泉州,,,,,,,,,,,
廊坊,南昌,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1402.0,1402.0,13596.595999999998,大
廊坊,鹰潭,,,,,,,,,,,
廊坊,赣州,,,,,,,,,,,
廊坊,济南,0.0,0.0,0.0,1.0,0.0,0.0,1.0,370.0,370.0,3065.08,小
廊坊,潍坊,,,,,,,,,,,
廊坊,烟台,,,,,,,,,,,
廊坊,青岛,,,,,,,,,,,
廊坊,济宁,,,,,,,,,,,
廊坊,临沂,,,,,,,,,,,
廊坊,郑州,0.0,0.0,0.0,1.0,0.0,0.0,1.0,683.0,683.0,6623.733999999999,小
廊坊,漯河,,,,,,,,,,,
廊坊,信阳,,,,,,,,,,,
廊坊,洛阳,,,,,,,,,,,
廊坊,武汉,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1130.0,1130.0,10958.739999999998,小
廊坊,荆州,,,,,,,,,,,
廊坊,襄阳,,,,,,,,,,,
廊坊,长沙,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1476.0,1476.0,14314.248,大
廊坊,常德,,,,,,,,,,,
廊坊,衡阳,,,,,,,,,,,
廊坊,广州,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2106.0,2106.0,22296.222,
廊坊,汕头,,,,,,,,,,,
廊坊,深圳,,,,,,,,,,,
廊坊,东莞,,,,,,,,,,,
廊坊,湛江,,,,,,,,,,,
廊坊,中山,,,,,,,,,,,
廊坊,南宁,,,,,,,,,,,
廊坊,柳州,,,,,,,,,,,
廊坊,海口,,,,,,,,,,,
廊坊,重庆,,,,,,,,,,,
廊坊,成都,,,,,,,,,,,
廊坊,南充,,,,,,,,,,,
廊坊,内江,,,,,,,,,,,
廊坊,贵阳,,,,,,,,,,,
廊坊,昆明,,,,,,,,,,,
廊坊,大理州,,,,,,,,,,,
廊坊,拉萨,,,,,,,,,,,
廊坊,西安,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2168.0,1084.0,25659.906000000003,
廊坊,宝鸡,,,,,,,,,,,
廊坊,兰州,,,,,,,,,,,
廊坊,西宁,,,,,,,,,,,
廊坊,银川,,,,,,,,,,,
廊坊,乌鲁木齐,,,,,,,,,,,
廊坊,阿克苏,,,,,,,,,,,
廊坊,喀什,,,,,,,,,,,
保定,北京,0.0,0.0,0.0,1.0,0.0,0.0,1.0,168.0,168.0,5075.447999999999,大
保定,天津,,,,,,,,,,,
保定,石家庄,0.0,0.0,0.0,1.0,1.0,0.0,2.0,338.0,169.0,2473.8219999999997,小
保定,唐山,0.0,0.0,0.0,1.0,0.0,0.0,1.0,294.0,294.0,2435.4959999999996,小
保定,廊坊,0.0,0.0,0.0,1.0,0.0,0.0,1.0,155.0,155.0,1284.02,小
保定,保定,,,,,,,,,,,
保定,太原,0.0,0.0,1.0,0.0,0.0,0.0,1.0,366.0,366.0,3098.556,
保定,侯马,,,,,,,,,,,
保定,呼和浩特,,,,,,,,,,,
保定,包头,,,,,,,,,,,
保定,沈阳,,,,,,,,,,,
保定,大连,,,,,,,,,,,
保定,锦州,,,,,,,,,,,
保定,长春,,,,,,,,,,,
保定,哈尔滨,,,,,,,,,,,
保定,上海,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1177.0,1177.0,12460.899000000001,
保定,南京,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1880.0,940.0,25416.659999999996,
保定,常州,,,,,,,,,,,
保定,无锡,,,,,,,,,,,
保定,苏州,,,,,,,,,,,
保定,徐州,,,,,,,,,,,
保定,连云港,,,,,,,,,,,
保定,淮安,,,,,,,,,,,
保定,盐城,,,,,,,,,,,
保定,扬州,,,,,,,,,,,
保定,南通,,,,,,,,,,,
保定,杭州,,,,,,,,,,,
保定,湖州,,,,,,,,,,,
保定,嘉兴,,,,,,,,,,,
保定,宁波,,,,,,,,,,,
保定,台州,,,,,,,,,,,
保定,金华,,,,,,,,,,,
保定,义乌,,,,,,,,,,,
保定,温州,,,,,,,,,,,
保定,合肥,,,,,,,,,,,
保定,蚌埠,,,,,,,,,,,
保定,芜湖,,,,,,,,,,,
保定,安庆,,,,,,,,,,,
保定,福州,,,,,,,,,,,
保定,厦门,,,,,,,,,,,
保定,泉州,,,,,,,,,,,
保定,南昌,,,,,,,,,,,
保定,鹰潭,,,,,,,,,,,
保定,赣州,,,,,,,,,,,
保定,济南,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1098.0,366.0,12356.343,
保定,潍坊,,,,,,,,,,,
保定,烟台,,,,,,,,,,,
保定,青岛,,,,,,,,,,,
保定,济宁,,,,,,,,,,,
保定,临沂,,,,,,,,,,,
保定,郑州,1.0,2.0,2.0,0.0,0.0,0.0,5.0,2705.0,541.0,34513.095,
保定,漯河,,,,,,,,,,,
保定,信阳,,,,,,,,,,,
保定,洛阳,,,,,,,,,,,
保定,武汉,,,,,,,,,,,
保定,荆州,,,,,,,,,,,
保定,襄阳,,,,,,,,,,,
保定,长沙,,,,,,,,,,,
保定,常德,,,,,,,,,,,
保定,衡阳,,,,,,,,,,,
保定,广州,,,,,,,,,,,
保定,汕头,,,,,,,,,,,
保定,深圳,,,,,,,,,,,
保定,东莞,,,,,,,,,,,
保定,湛江,,,,,,,,,,,
保定,中山,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2065.0,2065.0,21862.155,
保定,南宁,,,,,,,,,,,
保定,柳州,,,,,,,,,,,
保定,海口,,,,,,,,,,,
保定,重庆,,,,,,,,,,,
保定,成都,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1758.0,1758.0,28922.616,
保定,南充,,,,,,,,,,,
保定,内江,,,,,,,,,,,
保定,贵阳,,,,,,,,,,,
保定,昆明,,,,,,,,,,,
保定,大理州,,,,,,,,,,,
保定,拉萨,,,,,,,,,,,
保定,西安,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1870.0,935.0,30765.239999999998,
保定,宝鸡,,,,,,,,,,,
保定,兰州,,,,,,,,,,,
保定,西宁,,,,,,,,,,,
保定,银川,,,,,,,,,,,
保定,乌鲁木齐,,,,,,,,,,,
保定,阿克苏,,,,,,,,,,,
保定,喀什,,,,,,,,,,,
太原,北京,0.0,0.0,0.0,1.0,0.0,0.0,1.0,508.0,508.0,10304.779999999999,大
太原,天津,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1046.0,523.0,8763.387999999999,小
太原,石家庄,0.0,0.0,0.0,1.0,0.0,0.0,1.0,225.0,225.0,1863.8999999999999,小
太原,唐山,,,,,,,,,,,
太原,廊坊,,,,,,,,,,,
太原,保定,,,,,,,,,,,
太原,太原,,,,,,,,,,,
太原,侯马,0.0,0.0,0.0,1.0,0.0,1.0,2.0,682.0,341.0,4749.447999999999,大
太原,呼和浩特,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1374.0,458.0,16427.086,大
太原,包头,,,,,,,,,,,
